	lig	adj_sint
nojsa	lege	vblex_no-adjpp-pasv
nojsa	leke	vblex_no-adjpp-pasv
nolla	nulle	vblex
nomadisera	nomadisere	vblex_no-adjpp-pasv
nominera	nominere	vblex
nonchalera	forsømme	vblex
nonchalera	ignorere	vblex
nonchalera	neglisjere	vblex
normalisera	normalisere	vblex
normera	normere	vblex
norpa	knabbe	vblex
norpa	kvarte	vblex
norpa	orge	vblex
norpa	stjele	vblex
norpa	tjuve	vblex
nosa	snake	vblex_no-adjpp-pasv
nosa	snoke	vblex_no-adjpp-pasv
nosa	snuse	vblex_no-adjpp-pasv
nosa	snøse	vblex_no-adjpp-pasv
notera	bemerke	vblex
notera	notere	vblex
notifiera	notifisere	vblex
nubba	sømme	vblex
nudda	rangle	vblex
nudda	streife	vblex
nudda	vandre	vblex
numrera	nummerere	vblex
nyansera	nyansere	vblex
nynna	nynne	vblex
nypa	klype	vblex
nypa	knipe	vblex
nypa	nappe	vblex
nypa	nufse	vblex
nypa	nugge	vblex
nypa	nykke	vblex
nypa	nype	vblex
nysa	nyse	vblex_no-adjpp-pasv
nyskapa	nyskape	vblex
nysta	sno	vblex
nytta	nytte	vblex_no-adjpp-pasv
nyttiggöra	nyttiggjøre	vblex
nyttja	benytte	vblex
nyttja	bruke	vblex
näbbas	nebbe	vblex_pasv
nämna	nevne	vblex
nännas	nenne	vblex_pasv
näpsa	refse	vblex
nära	nå	vblex
nära	nære	vblex
nära	oppnå	vblex
närma	nærme	vblex
nå	nå	vblex
nå	oppnå	vblex
nåda	nåde	vblex
nödlanda	krasjlande	vblex
nödlanda	nødlande	vblex
nödvändiggöra	nødvendiggjøre	vblex
nöjas	nøye	vblex_pasv
nöta	knoge	vblex
nöta	maure	vblex
nöta	nibe	vblex
nöta	nyte	vblex
nöta	pæle	vblex
nöta	sjaue	vblex
nöta	slite	vblex
nöta	trale	vblex
nöta_in	gugge	vblex
nöta_in	pugge	vblex
nöta_in	terpe	vblex
objektivera	objektivere	vblex
observera	observere	vblex
obstruera	hindre	vblex_no-adjpp-pasv
obstruera	obstruere	vblex_no-adjpp-pasv
ockupera	besette	vblex
ockupera	okkupere	vblex
odla	dyrke	vblex
odla	odle	vblex
offentliggöra	offentliggjøre	vblex
offentliggöra	promulgere	vblex
officiera	fungere	vblex_no-adjpp-pasv
offra	ofre	vblex
ogilla	misbillige	vblex
ogilla	mislike	vblex
ogiltigförklara	ugyldiggjøre	vblex_no-adjpp-pasv
okulera	okulere	vblex
okvalificera	ukvalifisere	vblex
olagligförklara	forby	vblex
olja	olje	vblex
olyckas	mislykkes	vblex_pasv
omarbeta	omarbeide	vblex
ombesörja	delta	vblex
ombesörja	håndtere	vblex
ombilda	konvertere	vblex
omdana	konvertere	vblex
omdirigera	omdirigere	vblex
omfamna	omfavne	vblex
omfatta	omfatte	vblex
omforma	omskape	vblex
omforma	transformere	vblex
omformulera	omformulere	vblex
omformulera	reformulere	vblex
omfördela	omfordele	vblex
omförhandla	reforhandle	vblex
omge	omgi	vblex
omgruppera	omgruppere	vblex
omhulda	verne	vblex
omhänderta	avhende	vblex
omintetgöra	tilintetgjøre	vblex
omkomma	omkomme	vblex
omlokalisera	omlokalisere	vblex
ommöblera	ommøblere	vblex
omnämna	nevne	vblex
omorganisera	omorganisere	vblex
omplacera	omplassere	vblex
inplacera	plassere	vblex
inplacera	innplassere	vblex
omprioritera	omprioritere	vblex
ompröva	revurdere	vblex
omringa	kringsette	vblex
omringa	omringe	vblex
omräkna	konvertere	vblex
omskapa	omskape	vblex
omskola	omskolere	vblex
omskriva	omskrive	vblex
omsluta	omslutte	vblex
omstrukturera	omstrukturere	vblex
omställa	omstille	vblex
omstöpa	omstøpe	vblex
omstörta	kantre	vblex
omsätta	omsette	vblex
omtala	omtale	vblex
omvandla	forvandle	vblex
omvälja	gjenvelge	vblex
omvälva	kantre	vblex
omvända	kristne	vblex
omvända	omvende	vblex
omvärdera	revurdere	vblex
omyndigförklara	umyndiggjøre	vblex
onanera	onanere	vblex_no-adjpp-pasv
operera	operere	vblex
opponera	opponere	vblex
optimera	optimalisere	vblex
optimera	optimere	vblex
orda	orde	vblex_no-adjpp-pasv
ordinera	foreskrive	vblex
ordinera	ordinere	vblex
ordna	arrangere	vblex
ordna	fli	vblex
ordna	make	vblex
ordna	ordne	vblex
ordna	stelle	vblex
organisera	organisere	vblex
orientera	orientere	vblex
orkestrera	orkestrere	vblex
ornera	pryde	vblex
ornera	smykke	vblex
oroa	uroe	vblex
orsaka	forårsake	vblex
osa	ose	vblex_no-adjpp-pasv
oscillera	oscillere	vblex_no-adjpp-pasv
oskadliggöra	uskadeliggjøre	vblex
osynliggöra	usynliggjøre	vblex
outa	bekjenne	vblex
oxidera	oksidere	vblex
pacificera	pasifisere	vblex
packa	balle	vblex
packa	pakke	vblex
paddla	padle	vblex_no-adjpp-pasv
paginera	paginere	vblex
paketera	pakke	vblex
palatalisera	muljere	vblex
palatalisera	palatalisere	vblex
palla	stø	vblex
palla	støe	vblex
palla	støtte	vblex
palpera	palpere	vblex
panera	panere	vblex
panga	kneppe	vblex
panga	knepre	vblex
panga	knerte	vblex
panga	kneste	vblex
panga	knette	vblex
panga	smale	vblex
panga	smatre	vblex
panga	smelle	vblex
panorera	panorere	vblex
pansra	pansre	vblex
panta	pante	vblex
pantförskriva	pantsette	vblex
pantsätta	pantsette	vblex
para	pare	vblex
paradera	paradere	vblex
parafera	parafrasere	vblex
paraffinera	parafinere	vblex
parafrasera	parafrasere	vblex
parallellisera	parallellisere	vblex
paralysera	paralysere	vblex
parasitera	parasittere	vblex_no-adjpp-pasv
parera	parere	vblex
parfymera	parfymere	vblex
parkera	parkere	vblex
parlamentera	parlamentere	vblex_no-adjpp-pasv
parodiera	parodiere	vblex
passa	høve	vblex
passa	passe	vblex
passera	bestå	vblex
passera	forekomme	vblex
passera	passere	vblex
passivera	passivere	vblex
passivisera	passivisere	vblex
pastörisera	pasteurisere	vblex
patentera	patentere	vblex
patinera	patinere	vblex
patrullera	patruljere	vblex
pausera	pausere	vblex
pejla	peile	vblex
peka	peke	vblex_no-adjpp-pasv
peka_ut	utpeke	vblex
pelletera	pelletere	vblex
pendla	pendle	vblex_no-adjpp-pasv
penetrera	penetrere	vblex
pensionera	pensjonere	vblex
pensla	pensle	vblex
peppra	pepre	vblex
perforera	perforere	vblex
periodisera	periodisere	vblex
permittera	permittere	vblex
personifiera	personifisere	vblex
pervertera	pervertere	vblex
peta	pikke	vblex
petrifiera	forsteine	vblex
picka	pikke	vblex
piffa_upp	pusse	vblex
pika	krangle	vblex
pilka	pilke	vblex
pilla	pille	vblex_no-adjpp-pasv
pimpla	pilke	vblex
pina	pine	vblex
pina	tyne	vblex
pingla	klinge	vblex_no-adjpp-pasv
pingla	klingre	vblex_no-adjpp-pasv
pingla	tinkle	vblex_no-adjpp-pasv
pinka	pisse	vblex_no-adjpp-pasv
pipa	pipe	vblex_no-adjpp-pasv
pipa	piste	vblex_no-adjpp-pasv
pipa	pistre	vblex_no-adjpp-pasv
pipa	tute	vblex_no-adjpp-pasv
piratkopiera	piratkopiere	vblex
pirka	huge	vblex
pirra	pirre	vblex_no-adjpp-pasv
piska	kakstryke	vblex
piska	piske	vblex
pissa	pisse	vblex_no-adjpp-pasv
placera	plassere	vblex
pladdra	bable	vblex_no-adjpp-pasv
pladdra	pjutre	vblex_no-adjpp-pasv
pladdra	pludre	vblex_no-adjpp-pasv
plagiera	plagiere	vblex
planera	planlegge	vblex
planka	planke	vblex
planlägga	planlegge	vblex
planta	plante	vblex
plantera	anlegge	vblex
plantera	plante	vblex
plaska	plaske	vblex_no-adjpp-pasv
plaska	susle	vblex_no-adjpp-pasv
plikta	unngjelde	vblex_no-adjpp-pasv
plissera	plissere	vblex
plocka	bite	vblex
plocka	nippe	vblex
plocka	plukke	vblex
ploga	arde	vblex
ploga	ploge	vblex
ploga	pløye	vblex
plombera	plombere	vblex
plugga	pugge	vblex
plumsa	plumpe	vblex_no-adjpp-pasv
plundra	plyndre	vblex
plussa	plusse	vblex_no-adjpp-pasv
plädera	erkjenne	vblex_no-adjpp-pasv
plädera	pledere	vblex_no-adjpp-pasv
plätera	plettere	vblex
plåga	pine	vblex
plåga	plage	vblex
plöja	arde	vblex
plöja	pløye	vblex
pochera	pochere	vblex
pochera	posjere	vblex
pocka	pukke	vblex_no-adjpp-pasv
pokulera	feire	vblex_no-adjpp-pasv
pokulera	feste	vblex_no-adjpp-pasv
polarisera	polarisere	vblex
polemisera	polemisere	vblex_no-adjpp-pasv
polera	polere	vblex
polisanmäla	politianmelde	vblex
politisera	politisere	vblex
pollinera	pollinere	vblex
polstra	polstre	vblex
pomadera	pomadisere	vblex
popularisera	popularisere	vblex
porla	perle	vblex_no-adjpp-pasv
portionera	distribuere	vblex
portionera	porsjonere	vblex
portionera	utdele	vblex
porträttera	portrettere	vblex
posera	pløse	vblex_no-adjpp-pasv
posera	pose	vblex_no-adjpp-pasv
posera	posere	vblex_no-adjpp-pasv
positionera	posisjonere	vblex_no-adjpp-pasv
posta	poste	vblex
poststämpla	poststemple	vblex
postulera	postulere	vblex
poängtera	poengtere	vblex
praktisera	praktisere	vblex
prassla	rasle	vblex_no-adjpp-pasv
prassla	ratle	vblex_no-adjpp-pasv
prassla	rutle	vblex_no-adjpp-pasv
prassla	skrasle	vblex_no-adjpp-pasv
prassla	skratle	vblex_no-adjpp-pasv
prata	prate	vblex_no-adjpp-pasv
prata	prate	vblex_no-adjpp-pasv
prata	røde	vblex_no-adjpp-pasv
prata	røle	vblex_no-adjpp-pasv
prata	snakke	vblex_no-adjpp-pasv
prata	snakke	vblex_no-adjpp-pasv
precisera	presisere	vblex
predestinera	predestinere	vblex
predika	forkynne	vblex
predika	preke	vblex
prefabricera	prefabrikkere	vblex
preja	praie	vblex
premiera	premiere	vblex
prenumerera	abonnere	vblex_no-adjpp-pasv
preparera	preparere	vblex
preparera	preppe	vblex
presenta	gi	vblex
presentera	presentere	vblex
presentera	stede	vblex
preservera	preservere	vblex
presidera	presidere	vblex_no-adjpp-pasv
preskribera	preskribere	vblex
pressa	perse	vblex
pressa	presse	vblex
prestera	prestere	vblex
prestera	utføre	vblex
pretendera	pretendere	vblex_no-adjpp-pasv
pricka	prikke	vblex
pricka	trykke	vblex
prioritera	prioritere	vblex
prisa	gjøle	vblex
prisa	høle	vblex
prisa	panegyrere	vblex
prisa	prise	vblex
prisa	rose	vblex
prisge	prisgi	vblex
prissätta	prise	vblex
privatisera	privatisere	vblex
privilegiera	privilegere	vblex
problematisera	problematisere	vblex
processa	behandle	vblex
producera	produsere	vblex
profanera	profanere	vblex
professionalisera	profesjonalisere	vblex
profetera	profetere	vblex_no-adjpp-pasv
profilera	profilere	vblex
profitera	profittere	vblex_no-adjpp-pasv
prognostisera	forutsi	vblex
prognostisera	prognostisere	vblex
programmera	programmere	vblex
projektera	prosjektere	vblex
projicera	projisere	vblex
proklamera	forkynne	vblex
proklamera	proklamere	vblex
promenera	promenere	vblex_no-adjpp-pasv
promovera	fremme	vblex
promovera	promovere	vblex
proportionera	proporsjonere	vblex
proppa	proppe	vblex
prospektera	prospektere	vblex
prostituera	prostituere	vblex_no-adjpp-pasv
protegera	protegere	vblex
protegera	protesjere	vblex
protestera	protestere	vblex_no-adjpp-pasv
protokollföra	protokollføre	vblex
prova	forsøke	vblex
prova	prove	vblex
prova	prøve	vblex
proviantera	proviantere	vblex_no-adjpp-pasv
provköra	prøvekjøre	vblex
provocera	provosere	vblex
prunka	prange	vblex_no-adjpp-pasv
prunka	prunke	vblex_no-adjpp-pasv
pruta	prute	vblex
pruta	tinge	vblex
pryda	pryde	vblex
pryda	sippe	vblex
pryda	smykke	vblex
prygla	pryle	vblex
prägla	forme	vblex
prägla	prege	vblex
pränta	prente	vblex
pränta_i	innskjerpe	vblex
pröjsa	betale	vblex
pröjsa	erlegge	vblex
pröva	prøve	vblex
pröva	prøve	vblex_no-adjpp-pasv
psykoanalysera	psykoanalysere	vblex
psykologisera	psykologisere	vblex
publicera	publisere	vblex
pudra	pudre	vblex
puffa	knubbe	vblex
puffa	knuvle	vblex
puffa	puffe	vblex
pula	done	vblex_no-adjpp-pasv
pula	krasle	vblex_no-adjpp-pasv
pula	nusle	vblex_no-adjpp-pasv
pula	pusle	vblex_no-adjpp-pasv
pula	putle	vblex_no-adjpp-pasv
pula	rusle	vblex_no-adjpp-pasv
pula	rysje	vblex_no-adjpp-pasv
pula	stulle	vblex_no-adjpp-pasv
pulsa	vade	vblex_no-adjpp-pasv
pulsa	vasse	vblex_no-adjpp-pasv
pulsera	pulsere	vblex_no-adjpp-pasv
pulverisera	pulverisere	vblex
pulvrisera	pulverisere	vblex
pumpa	pumpe	vblex
punktera	punktere	vblex
pussa	kysse	vblex
pussa	pusse	vblex
pussa	susse	vblex
pussla	pusle	vblex_no-adjpp-pasv
pusta	puste	vblex_no-adjpp-pasv
putsa	pusse	vblex
putta	støte	vblex
putta	støyte	vblex
puttra	linnkoke	vblex_no-adjpp-pasv
puttra	pjutre	vblex_no-adjpp-pasv
puttra	putre	vblex_no-adjpp-pasv
puttra	småkoke	vblex_no-adjpp-pasv
pynta	fiffe	vblex
pynta	pynte	vblex
pynta	stase	vblex
pyra	ulme	vblex
pyssla	drive	vblex_no-adjpp-pasv
pytsa	pøse	vblex
pärla	perle	vblex_no-adjpp-pasv
påbjuda	påby	vblex
påbörda	påbegynne	vblex
påbörda	pålegge	vblex
påbörja	begynne	vblex
påbörja	starte	vblex
påföra	påføre	vblex
påkalla	påkalle	vblex
påla	pilotere	vblex
pålägga	pålegge	vblex
påminna	minne	vblex
påpeka	påpeke	vblex
påskina	antyde	vblex_no-adjpp-pasv
påskynda	fremskynde	vblex
påskynda	påskynde	vblex
påstå	hevde	vblex_no-adjpp-pasv
påstå	påstå	vblex_no-adjpp-pasv
påta	fikle	vblex
påta	pote	vblex
påta	rote	vblex
påta	urydde	vblex
påtala	påtale	vblex
påverka	påvirke	vblex
påvirka	påvirke	vblex
påvisa	demonstrere	vblex
påvisa	påvise	vblex
påyrka	kreve	vblex
pösa	ese	vblex_no-adjpp-pasv
pösa	svulme	vblex_no-adjpp-pasv
pösa	svulne	vblex_no-adjpp-pasv
pösa	trutne	vblex_no-adjpp-pasv
rabattera	rabattere	vblex
rabbla	lire	vblex
rabbla	rable	vblex
racka	rakke	vblex
radera	delere	vblex
radera	slette	vblex
radiera	utstråle	vblex
radikalisera	radikalisere	vblex
raffinera	ferske	vblex
raffinera	raffinere	vblex
rafsa	rafse	vblex
ragga	kontakte	vblex
ragla	rave	vblex_no-adjpp-pasv
raka	barbere	vblex
raljera	raljere	vblex_no-adjpp-pasv
ramla	bumse	vblex_no-adjpp-pasv
ramla	dette	vblex_no-adjpp-pasv
ramla	falde	vblex_no-adjpp-pasv
ramla	ramle	vblex_no-adjpp-pasv
ramla	stupe	vblex_no-adjpp-pasv
ramla	trulte	vblex_no-adjpp-pasv
ramma	ramme	vblex
ramponera	ramponere	vblex
ramsa	ramse	vblex
ramsa	remse	vblex
rangordna	rangere	vblex
ranka	rangere	vblex
ranka	ranke	vblex
rannsaka	ransake	vblex
rannsaka	søke	vblex
rapa	rape	vblex_no-adjpp-pasv
rappa	pusse	vblex
rapportera	kommunisere	vblex
rapportera	meddele	vblex
rapportera	rapportere	vblex
rasa	rase	vblex_no-adjpp-pasv
rasa	rause	vblex_no-adjpp-pasv
rasera	grassere	vblex
rasera	rasere	vblex
raska	forte	vblex_no-adjpp-pasv
raska	kjappe	vblex_no-adjpp-pasv
raska	kvaste	vblex_no-adjpp-pasv
raska	nøyte	vblex_no-adjpp-pasv
raska	pitle	vblex_no-adjpp-pasv
raska	raske	vblex_no-adjpp-pasv
raska	skynde	vblex_no-adjpp-pasv
raska	snøgge	vblex_no-adjpp-pasv
raska	svinte	vblex_no-adjpp-pasv
raspa	kare	vblex
raspa	kroppe	vblex
raspa	skave	vblex
rassla	rasle	vblex_no-adjpp-pasv
rassla	ratle	vblex_no-adjpp-pasv
rassla	rutle	vblex_no-adjpp-pasv
rassla	skrasle	vblex_no-adjpp-pasv
rassla	skratle	vblex_no-adjpp-pasv
rasta	lufte	vblex
rasta	raste	vblex
rata	vrake	vblex
ratificera	ratifisere	vblex
rationalisera	rasjonalisere	vblex
ratta	bile	vblex
reagera	reagere	vblex_no-adjpp-pasv
reaktivera	reaktivere	vblex
realisera	oppnå	vblex
realisera	realisere	vblex
recidivera	residivere	vblex_no-adjpp-pasv
recitera	resitere	vblex
reda	innreie	vblex
reda	innrette	vblex
redigera	redigere	vblex
redogöra	redegjøre	vblex
reducera	minske	vblex
reducera	redusere	vblex
referera	referere	vblex
reflektera	reflektere	vblex
reformera	reformere	vblex
refusera	refusere	vblex
regenerera	regenerere	vblex
regera	regjere	vblex
regera	styre	vblex
regissera	instruere	vblex
regissera	regissere	vblex
registrera	innspille	vblex
registrera	oppta	vblex
registrera	registrere	vblex
regla	låse	vblex
reglementera	reglementere	vblex
reglera	regulere	vblex
regna	ele	vblex_no-adjpp-pasv
regna	regne	vblex_no-adjpp-pasv
rehabilitera	rehabilitere	vblex
reka	rekognosere	vblex
rekapitulera	rekapitulere	vblex
reklamera	annonsere	vblex
reklamera	reklamere	vblex
rekognoscera	rekognosere	vblex
rekommendera	anbefale	vblex
rekonstruera	rekonstruere	vblex
rekrytera	rekruttere	vblex
rektifiera	rektifisere	vblex
rekvirera	rekvirere	vblex
rekylera	rekylere	vblex_no-adjpp-pasv
relatera	gjengi	vblex
relatera	relatere	vblex
relativisera	relativisere	vblex
relegera	relegere	vblex
remittera	remittere	vblex
rena	gjøre	vblex
rena	rengjøre	vblex
rengöra	gane	vblex
rengöra	lutre	vblex
rengöra	mage	vblex
rengöra	rengjøre	vblex
rengöra	rense	vblex
rengöra	renske	vblex
renodla	rendyrke	vblex
renovera	renovere	vblex
rensa	fjerne	vblex
rensa	pelle	vblex
renskriva	reinskrive	vblex
rentvå	hvitvaske	vblex
repa	ripe	vblex
repa	rispe	vblex
repa	risse	vblex
repa	skrape	vblex
repa_upp	løse	vblex
reparera	mekke	vblex
reparera	reparere	vblex
reparera	vøle	vblex
repatriera	repatriere	vblex
repatriera	tilbakeføre	vblex
repellera	frastøte	vblex
repetera	repetere	vblex
replikera	replisere	vblex_no-adjpp-pasv
representera	representere	vblex
reproducera	reprodusere	vblex
resa	reise	vblex
reservera	reservere	vblex
residera	residere	vblex_no-adjpp-pasv
resignera	resignere	vblex_no-adjpp-pasv
resonera	resonnere	vblex_no-adjpp-pasv
respektera	respektere	vblex
restaurera	restaurere	vblex
restera	restere	vblex_no-adjpp-pasv
restituera	restituere	vblex
resultera	resultere	vblex_no-adjpp-pasv
reta	erte	vblex
reta	irritere	vblex
reta	prette	vblex
retardera	retardere	vblex
retas	krangle	vblex_pasv
retirera	retirere	vblex_no-adjpp-pasv
returnera	returnere	vblex
retuschera	retusjere	vblex
reva	reipe	vblex
reva	revne	vblex
revalvera	revaluere	vblex
revetera	pusse	vblex
revidera	revidere	vblex
revoltera	gjøre	vblex_no-adjpp-pasv
revoltera	revoltere	vblex_no-adjpp-pasv
revolutionera	revolusjonere	vblex
ricka	rikle	vblex_no-adjpp-pasv
ricka	vrikke	vblex_no-adjpp-pasv
ricka	vrikle	vblex_no-adjpp-pasv
rida	ri	vblex
rigga	rigge	vblex
rikta	beinke	vblex
rikta	rette	vblex
rikta	streite	vblex
rikta	trekke	vblex
rimma	rime	vblex
ringa	ringe	vblex
ringa	ringle	vblex
ringa	utringe	vblex
ringa_upp	ringe	vblex
ringa_upp	ringle	vblex
ringakta	forakte	vblex
ringakta	vanvørde	vblex
ringmärka	ringmerke	vblex
rinna	renne	vblex
ripostera	ripostere	vblex_no-adjpp-pasv
risa	kritisere	vblex
riskera	risikere	vblex_no-adjpp-pasv
rispa	ripe	vblex
rispa	rispe	vblex
rispa	risse	vblex
rispa	skrape	vblex
rissla	risle	vblex
rista	riste	vblex_no-adjpp
rista	ryste	vblex_no-adjpp
rita	rite	vblex
ritsa	ripe	vblex
ritsa	rispe	vblex
ritsa	risse	vblex
ritsa	skrape	vblex
ritualisera	ritualisere	vblex
riva	gni	vblex
riva	gnikke	vblex
riva	gnisse	vblex
riva	gnukke	vblex
riva	gnusse	vblex
riva	klore	vblex
riva	knege	vblex
riva	rafse	vblex
riva	rive	vblex
riva	trase	vblex
rivalisera	rivalisere	vblex_no-adjpp-pasv
ro	fossro	vblex
ro	ro	vblex
roa	more	vblex
rocka	rokke	vblex_no-adjpp-pasv
rodna	rødme	vblex_no-adjpp-pasv
roffa	stjele	vblex
romantisera	romantisere	vblex
ropa	kalle	vblex_no-adjpp-pasv
ropa	kaue	vblex_no-adjpp-pasv
ropa	kauke	vblex_no-adjpp-pasv
ropa	ringe	vblex_no-adjpp-pasv
ropa	rope	vblex_no-adjpp-pasv
rosa	rose	vblex
rossla	ralle	vblex_no-adjpp-pasv
rosta	roste	vblex
rosta	stege	vblex
rosta	steike	vblex
rosta	steke	vblex
rota	fikle	vblex_no-adjpp-pasv
rota	pote	vblex_no-adjpp-pasv
rota	renovere	vblex_no-adjpp-pasv
rota	rote	vblex_no-adjpp-pasv
rota	urydde	vblex_no-adjpp-pasv
rotera	rotere	vblex
rubricera	rubrisere	vblex
rucka	rokke	vblex
rucka	rukke	vblex
ruinera	ruinere	vblex
rulla	kjevle	vblex
rulla	rulle	vblex
rulta	vralte	vblex_no-adjpp-pasv
rumla	feire	vblex_no-adjpp-pasv
rumla	feste	vblex_no-adjpp-pasv
rumstera	romstere	vblex_no-adjpp-pasv
runda	runde	vblex
runga	ljome	vblex_no-adjpp-pasv
runka	rokke	vblex
rusa	haste	vblex
rusa	ruse	vblex
ruska	riste	vblex
ruska	rufse	vblex
ruska	ruske	vblex
ruska	røske	vblex
russifiera	russifisere	vblex
rusta	ruste	vblex
rutscha	rutsje	vblex_no-adjpp-pasv
ruttna	morkne	vblex_no-adjpp-pasv
ruttna	råtne	vblex_no-adjpp-pasv
ruva	ruge	vblex
ruva	ruve	vblex
rycka	flytte	vblex_no-adjpp-pasv
rycka	lugge	vblex_no-adjpp-pasv
rycka	rykke	vblex_no-adjpp-pasv
rygga	rygge	vblex_no-adjpp-pasv
ryka	forsvinne	vblex_no-adjpp-pasv
ryka	ryke	vblex_no-adjpp-pasv
ryka	røke	vblex_no-adjpp-pasv
ryka	røyke	vblex_no-adjpp-pasv
ryktas	ryktes	vblex_pasv
rymma	flykte	vblex
rymma	imøtekomme	vblex
rymma	romme	vblex
rynka	rynke	vblex
rysa	grøsse	vblex_no-adjpp-pasv
rysa	ryste	vblex_no-adjpp-pasv
rysa	skake	vblex_no-adjpp-pasv
rysa	skumple	vblex_no-adjpp-pasv
ryta	brøle	vblex_no-adjpp-pasv
räcka	rekke	vblex
rädda	beholde	vblex
rädda	redde	vblex
räffla	rifle	vblex
räfsa	klore	vblex
räfsa	rafse	vblex
räfsa	rive	vblex
räfsa	trase	vblex
räkna	regne	vblex
räkna	telle	vblex
räkna_upp	nevne	vblex
rämna	revne	vblex
ränna	rande	vblex
ränna	renne	vblex
räta	rette	vblex
rätta	beinke	vblex
rätta	rette	vblex
rätta	streite	vblex
rättfärdiga	rettferdiggjøre	vblex
rå	bestemme	vblex
rå	rå	vblex
rå	eie	vblex_no-adjpp-pasv
råda	rå	vblex
rådgöra	konsultere	vblex
rådslå	rådlegge	vblex_no-adjpp-pasv
rådslå	rådslå	vblex_no-adjpp-pasv
råkas	møtes	vblex_pasv
råma	belje	vblex_no-adjpp-pasv
råma	bruse	vblex_no-adjpp-pasv
råma	brøle	vblex_no-adjpp-pasv
råma	raute	vblex_no-adjpp-pasv
råna	plyndre	vblex
råna	råne	vblex
röja	brøyte	vblex
röja	fjerne	vblex
röja	rydde	vblex
röka	ryke	vblex
röka	røke	vblex
röka	røyke	vblex
röna	erfare	vblex
röna	lære	vblex
röna	røyne	vblex
röntga	røntgenfotografere	vblex
röra	kløkke	vblex
röra	røre	vblex
röra	vispe	vblex
rösta	stemme	vblex_no-adjpp-pasv
röva	rane	vblex
röva	robbe	vblex
röva	røve	vblex
sabba	sabbe	vblex
sabba	sabotere	vblex
sabotera	sabotere	vblex
sacka	sakke	vblex_no-adjpp-pasv
sadla	sale	vblex
sadla_på	sale	vblex
safta	safte	vblex
safta	overdrive	vblex_no-adjpp-pasv
sagla	savle	vblex_no-adjpp-pasv
sakna	mangle	vblex
sakna	mankere	vblex
sakna	savne	vblex
sakta	sakte	vblex
salta	salte	vblex
saluföra	markedsføre	vblex
salutera	saluttere	vblex
samarbeta	samarbeide	vblex_no-adjpp-pasv
samexistera	sameksistere	vblex_no-adjpp-pasv
samköra	samkjøre	vblex
samla	samle	vblex
samla	sanke	vblex
sammanbinda	forbinde	vblex
sammanblanda	blande	vblex
sammanblanda	stokke	vblex
sammandrabba	butte	vblex
sammanfatta	sammenfatte	vblex
sammanjämka	forene	vblex
sammanlänka	linke	vblex
sammanställa	kompilere	vblex
sammansätta	maksle	vblex
sammansätta	sammensette	vblex
samordna	koordinere	vblex
samordna	samordne	vblex
sampla	sample	vblex
samråda	samrå	vblex
samspråka	passiare	vblex_no-adjpp-pasv
samspråka	samtale	vblex_no-adjpp-pasv
samtala	passiare	vblex_no-adjpp-pasv
samtala	samtale	vblex_no-adjpp-pasv
samtala	snakke	vblex_no-adjpp-pasv
samtycka	samtykke	vblex_no-adjpp-pasv
samåka	samkjøre	vblex_no-adjpp-pasv
sanda	sanne	vblex
sandblästra	sandblåse	vblex
sanera	sanere	vblex
sanktionera	sanksjonere	vblex
sanna	sanne	vblex
sarga	såre	vblex
satinera	satinere	vblex
satsa	satse	vblex
saturera	mette	vblex
sauvera	redde	vblex
saxa	sakse	vblex
schappa	gå	vblex
schappa	åke	vblex
schemalägga	planlegge	vblex
schematisera	skjematisere	vblex
se	se	vblex
sedimentera	sedimentere	vblex
seeda	seede	vblex
segla	segle	vblex
segla	seile	vblex
segmentera	segmentere	vblex
segna	segne	vblex_no-adjpp-pasv
segra	seire	vblex
segra	vinne	vblex
segregera	segregere	vblex
sekondera	sekundere	vblex
sekretessbelägga	hemmeligstemple	vblex
sekularisera	sekularisere	vblex
sekundera	sekundere	vblex
selektera	velge	vblex
semestra	feriere	vblex_no-adjpp-pasv
senarelägga	utsette	vblex
sensibilisera	sensibilisere	vblex
sentera	påskjønne	vblex
sentera	sette	vblex
separera	separere	vblex
servera	servere	vblex
